Response ID,Response Parent ID,Response Family ID,Submitted Time (UTC),Synced Time (UTC),Tags,type_of_toilet,name_gp,name_village,name_sub_district,ulb_selection,ulb_selection_target,ulb_selection_ulb,ulb_selection_district,ulb_selection_partner_name,site_loc_s1_latitude,site_loc_s1_longitude,site_loc_s1_accuracy,beneficiary_id_type,toilet_pit_type,pit_yn_s1,image_stage1_pit,additional_image
78d00c07-b6cb-4e57-8288-68fba58f8b2a,"",78d00c07-b6cb-4e57-8288-68fba58f8b2a,2018-02-07T06:10:21.430000,2018-02-07T06:10:34.043000,"",1,"","","",f8b7fdb6-504d-481b-8869-4ed49a8abebb,500,Roorkee,Haridwar,Bhartiya Gramothan Sanstha,29.8812283,77.9066033,4.7,1,2,1,https://xxxxx/WOUFxYzv9zsYYJx3AFCP%2FyL8qo6gHbP4noKrY4Xhe%2FmRs3hLZ2YgWtJlTX6D5O%2Fa6c01a4e-8339-4ddb-97fa-343ad83a76fb.jpeg,""
64783c2c-933b-4bd7-9777-af772a5a4a92,"",64783c2c-933b-4bd7-9777-af772a5a4a92,2018-02-07T06:12:07.845000,2018-02-07T06:12:19.484000,"",1,"","","",5a89c74c-1ba5-4fff-920a-6f39353ef389,350,Rudrapur,U S Nagar,Habitat for Humanity,28.9766606,79.4088771,5,1,2,1,https://xxxxx/WOUFxYzv9zsYYJx3AFCP%2FyL8qo6gHbP4noKrY4Xhe%2Fv5B7tlQRBBqsRrnoaFVC%2F59ad9b23-79e6-484e-b1ed-06bae17caba9.jpeg,https://xxxxx/WOUFxYzv9zsYYJx3AFCP%2Fpv7uR7olBT92Otmc2LCg%2Fv5B7tlQRBBqsRrnoaFVC%2F7f3c59dc-2e07-4acd-9958-ceed85c6db9f.jpeg
362c5102-767c-4a0c-9027-aa04a36ec35f,"",362c5102-767c-4a0c-9027-aa04a36ec35f,2018-02-07T06:14:29.493000,2018-02-07T06:16:12.916000,"",1,"","","",f2c62b7e-57da-42e1-b301-7dfb0ba677e4,350,Haldwani,Nanital,Habitat for Humanity,29.2438674,79.52393,96,1,2,1,https://xxxxx/WOUFxYzv9zsYYJx3AFCP%2FyL8qo6gHbP4noKrY4Xhe%2FEEcRJayGrCpwepdXiWSQ%2F027b5602-7a30-4d2e-9eb1-a3841dc7cf2b.jpeg,""
df0ba32b-813f-47d3-bbde-41e116d1cd97,"",df0ba32b-813f-47d3-bbde-41e116d1cd97,2018-02-07T06:34:36.275000,2018-02-07T06:34:58.129000,"",1,"","","",5a89c74c-1ba5-4fff-920a-6f39353ef389,350,Rudrapur,U S Nagar,Habitat for Humanity,28.9766683,79.4091306,3.9,1,2,1,https://xxxxx/WOUFxYzv9zsYYJx3AFCP%2FyL8qo6gHbP4noKrY4Xhe%2Fv5B7tlQRBBqsRrnoaFVC%2F65b3564e-5e16-485f-b063-cc93ef3a1c8d.jpeg,""
2c7aa0d2-99fe-4716-a8d1-2a633c164855,"",2c7aa0d2-99fe-4716-a8d1-2a633c164855,2018-02-07T06:46:23.884000,2018-02-07T06:46:36.570000,"",1,"","","",c09cd9f8-6b0d-4a39-8512-e9edbc8465c1,171,Roorkee,Haridwar,Gramin Takniki Samiti,29.8764067,77.9072823,1899.999,1,2,1,https://xxxxx/WOUFxYzv9zsYYJx3AFCP%2FyL8qo6gHbP4noKrY4Xhe%2FxETuJ4pEqhrx817w8X9Y%2F0a04ce64-a0ea-4b51-ba49-3f5da096899d.jpeg,https://xxxxx/WOUFxYzv9zsYYJx3AFCP%2Fpv7uR7olBT92Otmc2LCg%2FxETuJ4pEqhrx817w8X9Y%2Fc4ba434b-b918-4319-9553-50668d24f502.jpeg
7962baf3-a217-4208-a369-946ebbaefccf,"",7962baf3-a217-4208-a369-946ebbaefccf,2018-02-07T06:51:33.896000,2018-02-07T06:52:00.645000,"",1,"","","",f8b7fdb6-504d-481b-8869-4ed49a8abebb,500,Roorkee,Haridwar,Bhartiya Gramothan Sanstha,29.8795277,77.9053602,3,1,2,1,https://xxxxx/WOUFxYzv9zsYYJx3AFCP%2FyL8qo6gHbP4noKrY4Xhe%2FOVwtwNrDlD7ajzd3bTOz%2F89ee2550-d447-4bf6-b567-16bbfb2516e8.jpeg,https://xxxxx/WOUFxYzv9zsYYJx3AFCP%2Fpv7uR7olBT92Otmc2LCg%2FOVwtwNrDlD7ajzd3bTOz%2F1500c802-56c4-45c2-b671-7190ed47594f.jpeg
443a0744-0cb9-47be-9917-d90a2bb14574,"",443a0744-0cb9-47be-9917-d90a2bb14574,2018-02-07T06:55:32.809000,2018-02-07T06:55:40.164000,"",1,"","","",80171690-65e1-4f8c-89dc-d2140fea3dae,500,Selaqui,Dehradun,Gramin Takniki Samiti,30.3483548,77.8510851,14,1,1,1,https://xxxxx/WOUFxYzv9zsYYJx3AFCP%2FyL8qo6gHbP4noKrY4Xhe%2FdgFLGAZJgTAEQIp0WqQO%2F3fe7e379-aa72-4474-afd7-9d384d2bb408.jpeg,""
2329e9f1-1c4e-46b8-9baf-bd5d2fc8aaed,"",2329e9f1-1c4e-46b8-9baf-bd5d2fc8aaed,2018-02-07T07:19:13.394000,2018-02-07T07:19:22.349000,"",1,"","","",80171690-65e1-4f8c-89dc-d2140fea3dae,500,Selaqui,Dehradun,Gramin Takniki Samiti,30.3483687,77.850791,10,1,1,1,https://xxxxx/WOUFxYzv9zsYYJx3AFCP%2FyL8qo6gHbP4noKrY4Xhe%2FdgFLGAZJgTAEQIp0WqQO%2Fbb1a3e92-29ae-4981-ab91-a450e2f4b9f1.jpeg,https://xxxxx/WOUFxYzv9zsYYJx3AFCP%2Fpv7uR7olBT92Otmc2LCg%2FdgFLGAZJgTAEQIp0WqQO%2F7b647b2b-1a83-41fc-a15d-0fb8df86a9f4.jpeg
d5c7cf2f-ca9a-4473-b5f4-fa5b0205e5e6,"",d5c7cf2f-ca9a-4473-b5f4-fa5b0205e5e6,2018-02-07T07:24:05.592000,2018-02-07T07:24:43.367000,"",1,"","","",aab7b1ee-151b-4329-8273-3f31b370578e,500,Roorkee,Haridwar,GRAVIS,29.8720857,77.8565653,6,1,2,1,https://xxxxx/WOUFxYzv9zsYYJx3AFCP%2FyL8qo6gHbP4noKrY4Xhe%2FfC76p2ZopNTjg2CBDnxs%2F4c78bc6c-95ea-4439-b89c-c4e8a2a8fbaf.jpeg,""
359828b8-bbaa-4791-bf1c-ae3e6d3bd81b,"",359828b8-bbaa-4791-bf1c-ae3e6d3bd81b,2018-02-07T07:54:33.657000,2018-02-07T07:54:46.551000,"",1,"","","",f8b7fdb6-504d-481b-8869-4ed49a8abebb,500,Roorkee,Haridwar,Bhartiya Gramothan Sanstha,29.8810694,77.9147459,6,1,2,1,https://xxxxx/WOUFxYzv9zsYYJx3AFCP%2FyL8qo6gHbP4noKrY4Xhe%2Fhw6wwMfUJMlZyZgFZZAR%2F7016b340-367f-4943-9bad-d3524c917267.jpeg,""
8afecfa9-6411-4fb9-9aa0-15bbba4bd902,"",8afecfa9-6411-4fb9-9aa0-15bbba4bd902,2018-02-07T08:05:29.516000,2018-02-07T08:05:44.408000,"",1,"","","",f2c62b7e-57da-42e1-b301-7dfb0ba677e4,350,Haldwani,Nanital,Habitat for Humanity,29.289465,79.548095,5.4,1,1,1,https://xxxxx/WOUFxYzv9zsYYJx3AFCP%2FyL8qo6gHbP4noKrY4Xhe%2FH8sQ9IpNz4pN7fwRZKIs%2F28c97393-96c8-4b8e-9452-9b0aeaa0adb7.jpeg,https://xxxxx/WOUFxYzv9zsYYJx3AFCP%2Fpv7uR7olBT92Otmc2LCg%2FH8sQ9IpNz4pN7fwRZKIs%2F2ede82c4-5ecc-48e0-9bdc-953463c5aeb6.jpeg
8c858eb1-c12a-4327-ad83-9943a1cc1e7b,"",8c858eb1-c12a-4327-ad83-9943a1cc1e7b,2018-02-07T08:19:06.730000,2018-02-07T08:19:14.251000,"",1,"","","",80171690-65e1-4f8c-89dc-d2140fea3dae,500,Selaqui,Dehradun,Gramin Takniki Samiti,30.3493364,77.8476995,8,1,1,1,https://xxxxx/WOUFxYzv9zsYYJx3AFCP%2FyL8qo6gHbP4noKrY4Xhe%2FdgFLGAZJgTAEQIp0WqQO%2Fd3d8019d-2b57-48ac-b66a-9cd6d0b1b9cc.jpeg,""
8bdd93d7-5243-44f8-b1ab-58fe54624d80,"",8bdd93d7-5243-44f8-b1ab-58fe54624d80,2018-02-07T08:41:38.365000,2018-02-07T08:41:51.416000,"",1,"","","",f2c62b7e-57da-42e1-b301-7dfb0ba677e4,350,Haldwani,Nanital,Habitat for Humanity,29.2882383,79.548495,5.7,1,1,1,https://xxxxx/WOUFxYzv9zsYYJx3AFCP%2FyL8qo6gHbP4noKrY4Xhe%2FH8sQ9IpNz4pN7fwRZKIs%2F961d7fc5-3d2f-4d84-837c-a9680de44eb4.jpeg,https://xxxxx/WOUFxYzv9zsYYJx3AFCP%2Fpv7uR7olBT92Otmc2LCg%2FH8sQ9IpNz4pN7fwRZKIs%2F2aa25c50-265c-412f-bc2e-b5aee9694187.jpeg
c0c66636-319b-4978-9a85-35fe3c3ee53c,"",c0c66636-319b-4978-9a85-35fe3c3ee53c,2018-02-07T08:43:04.406000,2018-02-07T08:44:28.809000,"",1,"","","",f8b7fdb6-504d-481b-8869-4ed49a8abebb,500,Roorkee,Haridwar,Bhartiya Gramothan Sanstha,29.8808533,77.906065,4.5,1,2,1,https://xxxxx/WOUFxYzv9zsYYJx3AFCP%2FyL8qo6gHbP4noKrY4Xhe%2FmRs3hLZ2YgWtJlTX6D5O%2F3641eb39-8375-478d-b03e-f36ca2750b3c.jpeg,""
